driverType,driverVIN,driverMedallion,driverName,driverCabYear,driverCabMake,driverCabModel,driverDMVLicense,driverCompany,driverCompanyPhone
Y,,2133,SMART CAB INC # I,2010,TOYOTA,XB GASOLINE N ,,,
Y,,2135,SAIL TAXI INC,2013,FORD,C-MAX HYBRID N ,,,
Y,,2136,VRSS CORP.,2013,FORD,C-MAX HYBRID N ,,,
Y,,2139,SMART CAB INC # I,2010,TOYOTA,XB GASOLINE N ,,,
Y,,2140,PADI INC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2141,CHADWICK CAPITAL CORP-C/O KEIT,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,2143,JESSIE TRANS INC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,2155,SMART CAB INC # III,2011,FORD,ESCAPE CNG N ,,,
Y,,2157,B K L CHILDREN SUCCESSFUL HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2158,BAY PARKWAY HACKING CORP. VIOLATION,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2160,SMART CAB INC # III,2010,CHEVROLET,IMPALA GASOLINE N ,,,
Y,,2161,"BLEMA, INC.",2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2163,SMART CAB INC # III,2010,TOYOTA,XB GASOLINE N ,,,
Y,,2178,NAUREEN ASLAM,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,2180,OZENA INC SURRENDER,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,2181,GALLAGHER CAB CO,2012,TOYOTA,XB GASOLINE N ,,,
Y,,2184,TRIPLE R CORP,2010,CHRYSLER,TOWN AND COUNTRY GASOLINE N ,,,
Y,,2195,RAHMAN CAB INC,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2208,AMR CAB CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2211,DAEM RIDE INC.,2010,FORD,ESCAPE GASOLINE N ,,,
Y,,2214,LEMAJ INC,2013,FORD,ESCAPE GASOLINE N ,,,
Y,,2219,AUSTIN HACKING CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2226,QUEENS HACKING CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2243,AMEEK CORP.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,2252,ONZILA INC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,2256,SARUMI & SON INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,2259,SWEET CAB CORP,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2279,HAZEEN CAB CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2282,ELSTON SEVEN LLC,2012,TOYOTA,XB GASOLINE N ,,,
Y,,2288,ACROSS THE TOWN CAB CORP,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2289,"NATLON HOLDINGS, CORP.",2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2308,FAST CAB COMPANY,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2319,NATASHA HACKING CORP.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,2325,"TUDOR CITY HOLDINGS, INC.",2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2326,MIKHAIL TRANSPORTATION INC.,2013,FORD,ESCAPE HYBRID N ,,,
Y,,2332,SAMODE 49 INC.,2010,DODGE,CARAVAN GASOLINE N ,,,
Y,,2336,LUBOK INC,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2337,MIKHALIA CABS THREE INC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2340,AUSTIN HACKING CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2348,GRASU CAB CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2351,FRIENDLY SERVICE CORP,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,2353,NATASHA HACKING CORP.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,2359,YA-HADI CAB CO,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,2363,SHANTI CORPORATION,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2365,AFNAN TAXI CORP.,2011,FORD,ESCAPE HYBRID N ,,,
Y,,2384,MIKE TAXI CORP,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2385,NECT 17 LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,2402,MIR LON HOLDING CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2412,MALIK ENTERPRISES INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,2422,MIKHALIA CABS THREE INC,2012,VPG,MV-1 CNG Y ,,,
Y,,2423,DHANOA CORPORATION,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2424,KAY BRI HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2427,NECT 14 LLC,2012,FORD,FUSION HYBRID N ,,,
Y,,2429,CELLULAR CAB CO,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2433,MIKHALIA CABS THREE INC,2012,VPG,MV-1 CNG Y ,,,
Y,,2434,ACROSS THE TOWN CAB CORP,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2446,TASS INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,2450,RANGI CAB CO,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,2461,A & M ENT INC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,2491,NICKI INC.,2009,TOYOTA,PRIUS HYBRID N ,,,
Y,,2492,ABK BUSHWICK CO.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2493,ABK BUSHWICK CO.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2494,REX 5 INC.,2010,FORD,ESCAPE HYBRID N ,,,
Y,,2495,REX 5 INC.,2010,FORD,ESCAPE HYBRID N ,,,
Y,,2496,REX 5 INC.,2010,FORD,ESCAPE HYBRID N ,,,
Y,,2497,REX 5 INC.,2011,FORD,ESCAPE CNG N ,,,
Y,,2498,REX 5 INC.,2011,FORD,ESCAPE CNG N ,,,
Y,,2499,ABK BUSHWICK CO.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2500,ABK BUSHWICK CO.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2501,REX 7 INC.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,2502,REX 7 INC.,2011,FORD,ESCAPE HYBRID N ,,,
Y,,2503,REX 7 INC.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2505,REX 7 INC.,2012,FORD,FUSION HYBRID N ,,,
Y,,2506,REX 7 INC.,2012,FORD,FUSION HYBRID N ,,,
Y,,2511,AUSTIN ATLANTIC CORP,2012,VPG,XB GASOLINE N ,,,
Y,,2515,LMBK HOLDING CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2543,SNOWCAT TAXI LLC,2014,FORD,FUSION HYBRID N ,,,
Y,,2549,"SIDDIQUI 7, INC.",2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,2560,"DENNA TRANS, INC.",2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2565,TOBIADE INC.,2011,TOYOTA,SIENNA GASOLINE N ,,,
Y,,2583,AFNAN TAXI CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2593,A & Z CAB CO II,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2594,HALHUL CAB CO,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2595,N & M CENTRAL TRANSPORTATION INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2600,"BLEMA, INC.",2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2610,SUN DOWN BOWL TAXI LLC,2014,FORD,FUSION HYBRID N ,,,
Y,,2622,ROCHELL'S CHICAGO INC.,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,2642,NICKI INC.,2011,FORD,ESCAPE HYBRID N ,,,
Y,,2661,"MIKE NAT TRANSPORTATION, INC.",2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2666,SUN DOWN BOWL TAXI LLC,2014,FORD,FUSION HYBRID N ,,,
Y,,2668,LMBK HOLDING CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2669,FOUMBAN INC.,2012,TOYOTA,SIENNA GASOLINE N ,,,
Y,,2697,PETE'S TAXI COMPANY,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2713,JCKML INC,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,2724,"DENNI TRANS, INC.",2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,2727,ACROSS THE TOWN CAB CORP,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2730,PETRA TRANS INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2740,AMNA INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2747,LEMAJ INC,2012,DODGE,GRAND CARAVAN CNG N ,,,
Y,,2759,S & F CAB COMPANY,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,2763,P M HANIF CAB INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,2765,ALKARIM CHICAGO INC.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,2770,"DENNA TRANS, INC.",2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2778,N & M FULTON TRANSPORTATION INC,2012,FORD,FUSION HYBRID N ,,,
Y,,2782,SHEREEN & FAIZAN INC.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2786,"DENNI TRANS, INC.",2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,2790,RANGI CAB CO,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,2791,CHAUDHRY TAXICAB INC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,2792,LINCOLNSHIRE SERVICE I CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2800,AUSTIN ATLANTIC CORP,2011,TOYOTA,XB GASOLINE N ,,,
Y,,2807,SAFE TAXI COMPANY,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2808,SAFE TAXI COMPANY,2012,TOYOTA,XB GASOLINE N ,,,
Y,,2812,ABS AUTO TRANS INC,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2819,PETE'S TAXI COMPANY,2012,TOYOTA,XB GASOLINE N ,,,
Y,,2821,REX 8 INC.,2014,FORD,FUSION HYBRID N ,,,
Y,,2832,LEFKAS TAXI SERVICE INC.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,2851,A & A TAXI CORP,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2858,AUSTIN LABEL TRANS CORP,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2868,"CIOCIU, INC.",2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2873,KRINA CORPORATION,2011,TOYOTA,XB GASOLINE N ,,,
Y,,2876,"IL 2, CORP.",2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2880,"1326, CORP.",2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,2888,"LINCOLNSHIRE SERVICE II, CORP.",2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2894,IMC CAB CORP,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,2898,TAXI CO,2011,FORD,CROWN VICTORIA GASOLINE N ,,,
Y,,2899,MSES TAXICAB CORP.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,2908,SUNFLOWER CAB CO. VIOLATION,2011,FORD,ESCAPE CNG N ,,,
Y,,2910,M & L CHICAGO HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2916,SOMERS CAB CORP.,2011,FORD,ESCAPE HYBRID N ,,,
Y,,2917,DHANOA CORPORATION,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,2918,LINCOLNSHIRE SERVICE I CORP.,2012,DODGE,GRAND CARAVAN GASOLINE Y ,,,
Y,,2921,"ALICKOLLI, INC.",2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2925,LEMAJ INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2926,OHARE CHICAGO INC.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2928,LEMAJ INC,2012,FORD,TRANSIT CONNECT CNG N ,,,
Y,,2931,LIBERTY EXPRESS III INC. ,2010,FORD,ESCAPE CNG N ,,,
Y,,2932,PEACH CAPITAL CORP SURRENDER,2009,TOYOTA,CAMRY HYBRID N ,,,
Y,,2933,NMN HOLDING CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2948,GLED CAB CO,2012,TOYOTA,SIENNA GASOLINE N ,,,
Y,,2950,NAFEA CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2954,PAMMI ENTERPRISES INC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,2979,ASSYA CAB CO,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3009,NUT TREE CAB CO,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3017,R AND R CORP OF CHICAGO,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3019,HERETIC INC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3020,CORNELL INC II,2013,FORD,ESCAPE GASOLINE N ,,,
Y,,3022,FEMDOT INC,2010,DODGE,CARAVAN FLEX_FUEL N ,,,
Y,,3028,LEFKAS TAXI SERVICE INC.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,3041,B K L CHILDREN SUCCESSFUL HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3046,AFNAN TAXI CORP.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3049,DAWS TAXICAB INC.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3053,LEONID'S HACKING CORP.,2013,FORD,ESCAPE HYBRID N ,,,
Y,,3057,HAFIZ BILAL EXPRESS INC.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3060,AMR CAB CORP.,2009,TOYOTA,CAMRY HYBRID N ,,,
Y,,3070,CATCH A CAB CORP. SURRENDER,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3075,NECT 2 INC.,2011,DODGE,CARAVAN GASOLINE Y ,,,
Y,,3078,GENERAL TAXI CORP ,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,3083,OREN CAB CO.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3089,COMMUNITY TRANSPORT CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3090,PUNJAB CAB,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3091,GENERAL TAXI CORP ,2009,TOYOTA,CAMRY HYBRID N ,,,
Y,,3092,OZENA INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3190,FRICTION INCORPORATED SURRENDER,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3191,UZAIR & TALAH INC,2012,TOYOTA,XB GASOLINE N ,,,
Y,,3197,JESSIE TRANS INC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3212,R & M CAB CORP,2011,TOYOTA,XB GASOLINE N ,,,
Y,,3219,ROYAL CAB COMPANY,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3227,KEMSAM CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3237,AMR CAB CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3255,NECT 6 INC.,2010,FORD,ESCAPE HYBRID N ,,,
Y,,3259,JARAL CAB CO,2011,TOYOTA,PRIUS GASOLINE N ,,,
Y,,3270,TIMBILAND CORPORATION,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3272,REX 8 INC.,2014,FORD,FUSION HYBRID N ,,,
Y,,3279,SKY HIGH TRADING CORP.,2014,FORD,ESCAPE GASOLINE N ,,,
Y,,3280,MJM CAB CORP.,2011,FORD,ESCAPE CNG N ,,,
Y,,3287,TAKPA CORP.,2012,DODGE,GRAND CARAVAN CNG N ,,,
Y,,3290,MC-HAS-VIBGYOR CORP,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3293,A & A TAXI CORP,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3294,LMN 5TH AVENUE CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3295,SPARKS TAXI CORP.,2013,FORD,ESCAPE GASOLINE N ,,,
Y,,3298,NATASHA TRANSPORTATION INC. SURRENDER,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3301,N & M FULTON TRANSPORTATION INC,2012,FORD,FUSION HYBRID N ,,,
Y,,3313,"1326, CORP.",2009,TOYOTA,CAMRY HYBRID N ,,,
Y,,3320,TIPU SULTAN CORP,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,3326,INDUS EXPRESS INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3348,HAFIZ BILAL EXPRESS INC.,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3359,MOO MOO CAB CO.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3360,MEHDEVIA INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3362,KAY BRI HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3364,KWASEPO TAXI CORP,2013,TOYOTA,VENZA GASOLINE N ,,,
Y,,3365,N & M BUFFALO TRANSPORTATION INC.,2013,FORD,ESCAPE GASOLINE N ,,,
Y,,3371,MO-MONEY CAB CO,2012,TOYOTA,XB GASOLINE N ,,,
Y,,3372,"CALI CAB, INC.",2011,TOYOTA,XB GASOLINE N ,,,
Y,,3382,SAYANI CAB CORP,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3389,BATAMAKA CORPORATION,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,3395,AKBER INC,2012,TOYOTA,XB GASOLINE N ,,,
Y,,3414,SCAMPER CAB CO.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3415,"BLEMA, INC.",2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3425,SOMOZA EDOUARD,2014,HONDA,CRV GASOLINE N ,,,
Y,,3428,ABS AUTO TRANS INC,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3446,LUNA TAXICAB INC. SURRENDER,2012,DODGE,CARAVAN GASOLINE N ,,,
Y,,3449,AMERICAN RIDER CAB CO,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3451,IMC CAB CORP,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,3457,VRSS CORP.,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3458,BANO CORP I,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3460,"ODUWOLE, INC",2011,HONDA,ACCORD GASOLINE N ,,,
Y,,3465,AMIR EXPRESS INC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3474,N & M CENTRAL TRANSPORTATION INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3477,GHANA CAN INC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,3484,DEVINDER S. RANGI INC,2009,TOYOTA,CAMRY HYBRID N ,,,
Y,,3490,"BLEMA, INC.",2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3493,BOOGIE BOY INC,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,3504,J C PETERS INC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3505,RAHIL INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3508,AHMED MURAD CORP.,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3510,AUSTIN LABEL TRANS CORP,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3521,NECT 2 INC.,2012,DODGE,GRAND CARAVAN GASOLINE Y ,,,
Y,,3529,SABCA CAB CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3532,JONATA CAB CO,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,3535,LINCOLNSHIRE SERVICE I CORP.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3537,SOMERS CAB CORP.,2011,FORD,FUSION HYBRID N ,,,
Y,,3540,"LINCOLNSHIRE SERVICE II, CORP.",2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3543,ANDREW AND AUDREY CAB CORP.,2011,FORD,ESCAPE HYBRID N ,,,
Y,,3550,BOULEVARD CORP,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,3558,K & I ENTERPRISES INC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3562,MOHAMMED SUBHANUDDIN,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3563,FAARAH TRANSPORTATION INC VIOLATION,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3569,MIKHALIA CABS THREE INC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3571,A & A TAXI CORP,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3585,A & A TAXI CORP,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3586,MANVEL CORP,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3587,ORANMONSE INC,2012,TOYOTA,XB GASOLINE N ,,,
Y,,3594,"HOLGUER, INC",2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,3617,CHICAGO 5 STAR TAXICAB INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3619,AMEEK CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3627,LAADO CORP,2013,FORD,C-MAX HYBRID N ,,,
Y,,3634,BIG APPLE CAB TWO CO,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,3635,YUQUILIMA CORP.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3638,FAYA EXPRESS INC,2013,TOYOTA,SIENNA GASOLINE N ,,,
Y,,3640,GOLDEN HORN CAB INC,2010,FORD,ESCAPE HYBRID N ,,,
Y,,3642,RAZA CORP,2011,FORD,FUSION HYBRID N ,,,
Y,,3654,CHADWICK CAPITAL CORP-C/O KEIT,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3655,"LINCOLNSHIRE SERVICE II, CORP.",2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3657,VASKEN CAB INC. VI,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3659,MAROM CAB CORP.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,3661,DAEM RIDE INC.,2013,DODGE,CARAVAN CNG N ,,,
Y,,3668,SHARFI CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3672,SAHIWAL CAB CORP VIOLATION,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3675,M Y TRANS INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3692,M & W CAB INC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3693,ACROSS THE TOWN CAB CORP,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3694,LINCOLNSHIRE SERVICE CORP.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3697,MIDDLEWEST CAB CO. INC.,2009,TOYOTA,CAMRY HYBRID N ,,,
Y,,3699,SMART CAB INC # II,2011,TOYOTA,XB GASOLINE N ,,,
Y,,3702,MIDDLEWEST CAB CO. INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3704,BAY PARKWAY HACKING CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3711,MIDDLEWEST CAB CO. INC.,2009,TOYOTA,CAMRY HYBRID N ,,,
Y,,3715,TOTAT CO.,2011,NISSAN,ALTIMA GASOLINE N ,,,
Y,,3717,IL 3 CORP.,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,3718,DURETI AND DERARTU INC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3721,SANTAMARIA EXPRESS INC.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3725,PARAMBIR CORP,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3726,I H BHATTI CORP,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3727,EAGLE RIDE INC,2010,TOYOTA,XB GASOLINE N ,,,
Y,,3728,ESFAHAN TRANS INC,2012,VPG,MV-1 CNG Y ,,,
Y,,3732,MZAI TAXI INC.,2012,TOYOTA,PRIUS GASOLINE N ,,,
Y,,3733,BRIKAY TRANS INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3735,LINCOLNSHIRE SERVICE CORP.,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,3740,MIDDLEWEST CAB CO. INC.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3744,AL-MEDINA CHICAGO INC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3748,"LMB TAXI V, INC.",2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3749,"LMB TAXI V, INC.",2012,TOYOTA,SIENNA GASOLINE N ,,,
Y,,3754,HAFIZ BILAL EXPRESS INC.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3757,ESFAHAN TRANS INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3763,ESFAHAN TRANS INC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3766,N & M ST. TROPEZ HACKING CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3771,AMC CAB CORP. VIOLATION,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,3772,MERCEDES HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3773,MIKE TAXI CORP,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3776,DHANOA ENT. INC.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3778,LONI'S TWO CAB CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3783,"LMB TAXI V, INC.",2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3787,ROXY CAB CO INC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3790,NATASHA TRANSPORTATION INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3792,"DENNI TRANS, INC.",2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3794,GREAT TAXI CAB COMPANY,2012,TOYOTA,SIENNA GASOLINE N ,,,
Y,,3795,NECT 27 LLC,2014,FORD,FUSION HYBRID N ,,,
Y,,3798,VISHNU TRADING INC,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3799,IL 3 CORP.,2012,DODGE,GRAND CARAVAN GASOLINE Y ,,,
Y,,3804,NECT 27 LLC,2014,FORD,FUSION HYBRID N ,,,
Y,,3807,FAST CAB COMPANY,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3810,FRESH POWDER TAXI LLC,2014,FORD,FUSION HYBRID N ,,,
Y,,3812,ZEESHAN CORP,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3813,PROFIT INTERNATIONAL INC.,2011,TOYOTA,SIENNA GASOLINE N ,,,
Y,,3814,SPARKS TAXI CORP.,2013,FORD,ESCAPE GASOLINE N ,,,
Y,,3817,NIKIANA CORP,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3818,OKABS INC,2012,TOYOTA,XB GASOLINE N ,,,
Y,,3819,"LINCOLNSHIRE SERVICE II, CORP.",2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3821,"NECT 3, INC",2011,FORD,ESCAPE CNG N ,,,
Y,,3822,JIJIGA CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3829,P & H CAB CO,2014,TOYOTA,CAMRY HYBRID N ,,,
