driverType,driverVIN,driverMedallion,driverName,driverCabYear,driverCabMake,driverCabModel,driverDMVLicense,driverCompany,driverCompanyPhone
Y,,1146,ROBE TAXI CORP,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,1148,BOULEVARD CORP,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,1157,REJA ALKHAIR CAB INC,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1158,YC19 LLC,2012,VPG,MV-1 CNG Y ,,,
Y,,1160,AL-MEDINA CHICAGO INC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,1161,AFAN INC.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,1168,MIKHALIA CABS EIGHT INC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1170,MIR LON HOLDING CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1177,"MIKE NAT TRANSPORTATION, INC.",2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1182,YC19 LLC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1185,LINCOLNSHIRE SERVICE I CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1187,KA TAXICAB CO,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1188,SRS TAXI CO.,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1191,YC20 LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1200,NECT 17 LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1210,AL RABEA CORP,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1211,YC20 LLC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1212,YC20 LLC,2012,VPG,MV-1 CNG Y ,,,
Y,,1214,MAREGA CORP,2014,DODGE,CARAVAN GASOLINE N ,,,
Y,,1215,OGBE BROTHERS INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1216,ES TAXI CORP.,2012,TOYOTA,XB GASOLINE N ,,,
Y,,1219,"TUDOR CITY HOLDINGS, INC.",2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1221,YC20 LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1222,NECT 11 LLC,2011,FORD,FUSION HYBRID N ,,,
Y,,1228,YA-HADI CAB CO,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1231,FAST CAB COMPANY,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1233,HEBRON EXPRESS COMPANY,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,1236,YC20 LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1238,YC21 LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1240,SARIS CAB CORP,2011,FORD,ESCAPE HYBRID N ,,,
Y,,1241,N & M CENTRAL TRANSPORTATION INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1242,YC21 LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1243,YC21 LLC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1244,YC21 LLC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1252,YC21 LLC,2011,TOYOTA,SIENNA GASOLINE N ,,,
Y,,1255,YC21 LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1256,YC21 LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1258,GRASU CAB CORP.,2009,TOYOTA,CAMRY HYBRID N ,,,
Y,,1260,DELAWARE INC.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1264,LAKEVIEW INC.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,1266,OWUSU ANSONG,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1269,NECT 13 LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1270,GURU RAM DASS CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1274,YC22 LLC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1277,YC22 LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1278,"LMB TAXI IV, INC.",2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1279,NECT 11 LLC,2012,VPG,MV-1 CNG Y ,,,
Y,,1280,YC22 LLC,2012,TOYOTA,XB GASOLINE N ,,,
Y,,1281,NECT 26 LLC,2011,FORD,FUSION HYBRID N ,,,
Y,,1283,"LMB TAXI IV, INC.",2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1289,"LMB TAXI V, INC.",2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1294,YC22 LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1295,YC22 LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1297,ANNAFO INC,2009,TOYOTA,CAMRY HYBRID N ,,,
Y,,1300,P & H CAB CO,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1301,EXPLORER CAB INC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1308,YC22 LLC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1311,MANVEL CORP SURRENDER,2010,FORD,CROWN VICTORIA GASOLINE N ,,,
Y,,1314,AL-MEDINA ENTERPRISES INC.,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1315,YC22 LLC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1317,VASKEN CAB INC III,2010,FORD,ESCAPE HYBRID N ,,,
Y,,1319,LINCOLNSHIRE SERVICE CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1324,EXPLORER CAB INC,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,1325,MAROM CAB CORP.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,1326,"1326, CORP.",2009,TOYOTA,CAMRY HYBRID N ,,,
Y,,1333,TAXI CORP,2012,TOYOTA,XB GASOLINE N ,,,
Y,,1337,DEVINDER S. RANGI INC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,1346,OUT-OF-BOUNDS TAXI LLC,2014,FORD,FUSION HYBRID N ,,,
Y,,1348,SILVER DOLLAR CAB CO SURRENDER,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,1350,OUT-OF-BOUNDS TAXI LLC,2014,FORD,FUSION HYBRID N ,,,
Y,,1351,GURU RAM DASS CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1353,OUT-OF-BOUNDS TAXI LLC,2014,FORD,FUSION HYBRID N ,,,
Y,,1356,OUT-OF-BOUNDS TAXI LLC,2014,FORD,FUSION HYBRID N ,,,
Y,,1359,FRESH POWDER TAXI LLC,2014,FORD,FUSION HYBRID N ,,,
Y,,1360,LINCOLNSHIRE SERVICE I CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1363,LMN 5TH AVENUE CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1365,GURU RAM DASS CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1372,G A CHICAGO INC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1374,LMN 5TH AVENUE CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1377,"IL 1, CORP.",2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1379,LMN 5TH AVENUE CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1382,NECT 17 LLC,2011,FORD,ESCAPE HYBRID N ,,,
Y,,1385,HIGHWAY TAXI INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1386,ELSTON TWENTY LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1388,NATALIA TAXI CORP.,2014,FORD,FUSION HYBRID N ,,,
Y,,1391,ELSTON TWENTY LLC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1394,LINCOLN CAB CO,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,1399,ELSTON TWENTY LLC,2011,TOYOTA,SIENNA GASOLINE N ,,,
Y,,1400,"SUFIAN, INC.",2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1406,PONTOS CHICAGO TWO CORP,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1407,BENTLEY HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1411,"JOBO 2ND, INC.",2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1415,CATALINA CAB INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1416,DAKAR TRANS INC.,2013,TOYOTA,SIENNA GASOLINE N ,,,
Y,,1417,PONTOS CHICAGO TWO CORP,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1418,BARDHA TRANS INC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1430,LUQMAN CORPORATION,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1432,AHDYKAY INC.,2011,TOYOTA,SIENNA GASOLINE N ,,,
Y,,1435,YC25 LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1437,DPSI CAB CO. ,1998,FORD,CROWN VICTORIA GASOLINE N ,,,
Y,,1438,CATALINA CAB INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1439,J.M. CAB CO.,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1440,DASVON & DANA INC,2010,FORD,ESCAPE GASOLINE N ,,,
Y,,1441,HEART OF CHICAGO EXPRESS INC.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,1443,A S K CAB INC,2011,FORD,ESCAPE HYBRID N ,,,
Y,,1445,TAXI CORP,2013,NISSAN,ROGUE GASOLINE N ,,,
Y,,1448,S & R TAXI CO,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1452,BENTLEY HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1458,OZZIE CAB CO.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1465,BOULEVARD CORP,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1466,BENTLEY HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1473,YC26 LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1474,BAY PARKWAY HACKING CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1481,"TUDOR CITY HOLDINGS, INC.",2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1483,CATALINA CAB INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1488,TAXICAB CO,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1490,SHAHZAIB & ALI INC,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1500,VICTORY VENTURES CORP,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1504,BROOKLYN HACKING CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1508,WESTERN CAB CO,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1515,FIRST CLASS TAXI CAB INC,2011,FORD,CROWN VICTORIA GASOLINE N ,,,
Y,,1524,ACROSS THE TOWN CAB CORP,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1525,BAY PARKWAY HACKING CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1526,ACROSS THE TOWN CAB CORP,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1527,ROBE TAXI CORP,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,1528,CH. TAXI I CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1529,JSP CAB CORP.,2010,FORD,ESCAPE HYBRID N ,,,
Y,,1530,ACROSS THE TOWN CAB CORP,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1531,G3 CAB CORP.,2014,FORD,FUSION HYBRID N ,,,
Y,,1536,BROOKLYN HACKING CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1539,N AND M VALDOF HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1540,CATALINA CAB INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1542,CASTAWAYS CAB LTD,2014,FORD,FUSION HYBRID N ,,,
Y,,1543,CASTAWAYS CAB LTD,2014,FORD,FUSION HYBRID N ,,,
Y,,1546,DAEM RIDE INC.,2012,FORD,TRANSIT CONNECT CNG N ,,,
Y,,1548,SNOWCAT TAXI LLC,2014,FORD,FUSION HYBRID N ,,,
Y,,1552,LINCOLNSHIRE SERVICE I CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1555,CH. TAXI I CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1562,CASTAWAYS CAB LTD,2014,FORD,FUSION HYBRID N ,,,
Y,,1564,TAHITI TAXI LTD,2014,FORD,FUSION HYBRID N ,,,
Y,,1565,LINCOLNSHIRE SERVICE CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1567,BROOKLYN HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1568,TAHITI TAXI LTD,2014,FORD,FUSION HYBRID N ,,,
Y,,1569,CATCH A CAB CORP. SURRENDER,2011,FORD,ESCAPE CNG N ,,,
Y,,1571,SAIL TAXI INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1573,TAHITI TAXI LTD,2014,FORD,FUSION HYBRID N ,,,
Y,,1574,LE-PAUL CAB CO.,2011,DODGE,GRAND CARAVAN GASOLINE N ,,,
Y,,1575,OCEANIS TAXI LTD,2013,FORD,C-MAX HYBRID N ,,,
Y,,1577,"JOBO, INC",2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1582,SPOT LIGHT INC II,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1586,FRESH POWDER TAXI LLC,2014,FORD,FUSION HYBRID N ,,,
Y,,1587,FRESH POWDER TAXI LLC,2014,FORD,FUSION HYBRID N ,,,
Y,,1590,"NECT 3, INC",2010,FORD,ESCAPE HYBRID N ,,,
Y,,1591,N AND M VALDOF HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1595,USAMA TRANS INC.,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1600,KWASEPO TAXI CORP,2013,TOYOTA,XB GASOLINE N ,,,
Y,,1601,PUNJAB CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1613,HIGHWAY TAXI INC,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1615,HIGHWAY TAXI INC,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1616,AMBROSLY INC,2013,TOYOTA,VENZA GASOLINE N ,,,
Y,,1633,BRI KAY HACKING CHICAGO CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1637,NAPOSAR INC VIOLATION,2011,TOYOTA    ,CAMRY HYBRID N ,,,
Y,,1639,HIGHWAY TAXI INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1642,PYAR CAB INC.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1644,GRASU CAB CORP.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,1646,TRUE TECH INC,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,1655,SILKY CAB CORP.,2011,FORD,ESCAPE CNG N ,,,
Y,,1664,BARDHA TRANS INC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1667,CCC CAB CORP,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1668,SITARA INC.,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1673,NECT 20 LLC,2011,FORD,ESCAPE CNG N ,,,
Y,,1677,AFNAN TAXI CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1680,SITARA INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1685,SITARA INC.,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1687,SITARA INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1690,CAB ON US INC,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1691,TANZEEM INC.,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1692,STANLEY CAB CO,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1698,BOULEVARD 1 CORP,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1699,CAB ON US INC,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1707,NECT 22 LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1709,NECT 22 LLC,2011,FORD,ESCAPE CNG N ,,,
Y,,1710,OCEANIS TAXI LTD,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1711,NECT 22 LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1712,CHICAGO'S FINEST CAB CORP.,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1718,REX 4 INC.,2012,FORD,FUSION HYBRID N ,,,
Y,,1719,YAKUB CAB CO,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1720,KASHIF INC.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1723,YAKUB CAB CO,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1724,MIKHAIL TRANSPORTATION INC.,2013,FORD,ESCAPE HYBRID N ,,,
Y,,1726,ALBERT B ABRAHIM,2012,HYUNDAI,SONATA HYBRID N ,,,
Y,,1727,A & A TAXI CORP,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1732,AL-HAMZA CAB CORPORATION,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1733,ROHEE CAB INC,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1739,VICENTE CALDERON,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1740,SENEGAL TRANSIT INC.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1742,REX 8 INC.,2010,FORD,ESCAPE HYBRID N ,,,
Y,,1746,NECT 12 LLC,2011,FORD,FUSION HYBRID N ,,,
Y,,1749,ELSTON NINETEEN LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1752,ELSTON NINETEEN LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1756,AMG SERVICES INC. VIOLATION,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1758,ELSTON NINETEEN LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1761,JUFUM CAB INC,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1764,J P G CAB CORP,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1766,ELSTON TEN LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1771,ES TAXI CORP.,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1776,ELSTON EIGHTEEN LLC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1779,ELSTON EIGHTEEN LLC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1780,YA-HADI CAB CO,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1786,ELSTON EIGHTEEN LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1788,CHICAGO RIDE INC,2010,CHEVROLET,IMPALA CNG N ,,,
Y,,1790,CHICAGO RIDE INC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1794,FLYING CAB CO,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1796,OGBE BROTHERS INC VIOLATION,2013,DODGE,GRAND CARAVAN GASOLINE N ,,,
Y,,1804,ANGEL TAXI CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1808,DASHMESH CAB CO.,2012,HYUNDAI,SONATA HYBRID N ,,,
Y,,1809,TRUE TECH INC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,1813,OCEANIS TAXI LTD,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1818,FIRST CLASS TAXI CAB INC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1822,JUBILEE CAB CORP,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,1826,HARBIR CAB CORP,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,1833,"BMDN TRANS, INC.",2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1842,OCEANIS TAXI LTD,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1844,MAHDI INC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1852,SVK TAXI CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1853,SAIL TAXI INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1863,ELSTON SEVENTEEN LLC,2011,TOYOTA,SIENNA GASOLINE N ,,,
Y,,1864,ELSTON SEVENTEEN LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1865,TUMBLIN DICE TAXI INC.,2012,HYUNDAI,SONATA GASOLINE N ,,,
Y,,1874,CHANDNI CAB COMPANY,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1876,REHMAN BROTHERS INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1880,AKOMA S. AMANZE,2010,DODGE,GRAND CARAVAN GASOLINE N ,,,
Y,,1883,ZILMETTA CAB INCORPORATED,2012,TOYOTA,XB GASOLINE N ,,,
Y,,1887,ELSTON SEVENTEEN LLC,2011,HYUNDAI,SONATA GASOLINE N ,,,
Y,,1888,KAY BRI HOLDING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1890,MEDINA EXPRESS INC,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1891,"TUDOR CITY HOLDINGS, INC.",2014,DODGE,GRAND CARAVAN GASOLINE Y ,,,
Y,,1906,EAGLE RIDE INC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1908,B K L CHILDREN SUCCESSFUL HACKING CORP.,2012,VPG,MV-1 CNG Y ,,,
Y,,1909,EAGLE RIDE INC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1914,ABRANTIE TRANSPORT INC.,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1915,ANGEL TAXI CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1919,ROCK CITY INC,2009,TOYOTA,PRIUS HYBRID N ,,,
Y,,1920,BOULEVARD 1 CORP,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,1921,EXPLORER CAB INC,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,1922,EAGLE RIDE INC,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,1924,ANGEL TAXI CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1927,MSES TAXICAB CORP.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,1931,ERDA LLC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1933,BENTLEY HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1937,YAKUB CAB CO,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1940,POP CAB CO,2010,TOYOTA,CAMRY GASOLINE N ,,,
Y,,1956,BOULEVARD 2 CORP,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,1963,NECT 20 LLC,2011,FORD,ESCAPE HYBRID N ,,,
Y,,1967,BAY PARKWAY HACKING CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1969,YAKUB CAB CO,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1972,JESUS IS LORD CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1974,TRUMP TAXI CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1975,ELSTON SIXTEEN LLC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1983,IL 3 CORP.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,1987,BIBI CAB CO,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1988,LINCOLNSHIRE SERVICE CORP.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,1990,A-ABDOUL CAB CO,2012,TOYOTA,SIENNA GASOLINE N ,,,
Y,,1991,ELSTON SIXTEEN LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1995,ELSTON SIXTEEN LLC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1997,ACROSS THE TOWN CAB CORP,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1998,NATASHA TRANSPORTATION INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1999,MICHAEL O. GEORGE SR.,2013,NISSAN,ROGUE GASOLINE N ,,,
Y,,2001,TRUE TECH INC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,2002,ELSTON FIFTEEN LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,2004,TAYYAB CAB CORP,2012,TOYOTA,XB GASOLINE N ,,,
Y,,2007,TANTA CAB CO,2011,TOYOTA,XB GASOLINE N ,,,
Y,,2011,QUEENS HACKING CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2019,BIG APPLE CAB TWO CO,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,2022,ELSTON FIFTEEN LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,2025,ELSTON FIFTEEN LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,2026,TANZEEM INC.,2011,FORD,ESCAPE HYBRID N ,,,
Y,,2028,N & M ST. TROPEZ HACKING CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2033,TANZEEM INC.,2011,TOYOTA,XB GASOLINE N ,,,
Y,,2036,AWALE COMPANY,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2037,YETTDEL CORP.,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,2040,R H S CAB INC,2012,TOYOTA,CAMRY GASOLINE N ,,,
Y,,2042,FARHAT TRANS INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2047,ERITROS TAXI INC.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2050,NECT 13 LLC,2010,TOYOTA,XB GASOLINE N ,,,
Y,,2051,NATASHA TRANSPORTATION INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2052,"ADRIANA TAXI CAB, CO",2011,TOYOTA,XB GASOLINE N ,,,
Y,,2058,FARHAT TRANS INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2062,FARHAT TRANS INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2067,BABLOH INC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,2075,JOSEPH O THOMAS,2010,DODGE,CARAVAN FLEX_FUEL N ,,,
Y,,2089,SRS TAXI CO.,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2094,NECT 21 LLC,2010,FORD,ESCAPE HYBRID N ,,,
Y,,2103,SARUMI & SON INC,2012,DODGE,GRAND CARAVAN GASOLINE N ,,,
Y,,2104,MMM CAB CORP,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,2107,"LINCOLNSHIRE SERVICE II, CORP.",2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2112,SAIM SARWAR CORP.,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,2117,MIDDLEWEST CAB CO. INC.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2120,PAAKWASI INC,2011,TOYOTA,RAV4,,,
Y,,2121,BIG BOY CAB CO,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2126,MACAVEL TRANS INC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2127,PAMMI ENTERPRISES INC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,2129,ADEOLA INC,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,2131,ODA CAB CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2132,SMART CAB INC # I SURRENDER,2010,KIA,SOUL GASOLINE N ,,,
